,image_path,label
87,Data/aff/fear/image0038644.jpg,2
88,Data/aff/surprise/image0022373.jpg,5
89,Data/aff/anger/image0023981.jpg,0
90,Data/aff/disgust/image0037400.jpg,1
91,Data/aff/surprise/image0010779.jpg,5
92,Data/aff/disgust/image0033552.jpg,1
93,Data/aff/anger/image0028979.jpg,0
94,Data/aff/surprise/image0019754.jpg,5
95,Data/aff/sadness/image0014479.jpg,4
96,Data/aff/happy/ffhq_4984.png,3
97,Data/aff/happy/ffhq_1316.png,3
98,Data/aff/fear/image0039901.jpg,2
99,Data/aff/surprise/ffhq_301.png,5
100,Data/aff/disgust/image0020467.jpg,1
101,Data/aff/sadness/image0027392.jpg,4
102,Data/aff/sadness/image0026856.jpg,4
103,Data/aff/sadness/image0005403.jpg,4
104,Data/aff/sadness/image0030434.jpg,4
105,Data/aff/sadness/image0019154.jpg,4
106,Data/aff/fear/image0022937.jpg,2
107,Data/aff/anger/image0028521.jpg,0
108,Data/aff/anger/image0022730.jpg,0
109,Data/aff/surprise/image0024384.jpg,5
110,Data/aff/disgust/image0030373.jpg,1
111,Data/aff/fear/image0038110.jpg,2
112,Data/aff/sadness/image0011475.jpg,4
113,Data/aff/sadness/image0020686.jpg,4
114,Data/aff/sadness/image0024330.jpg,4
115,Data/aff/disgust/image0041033.jpg,1
116,Data/aff/surprise/image0022648.jpg,5
117,Data/aff/sadness/image0026933.jpg,4
118,Data/aff/anger/image0004345.jpg,0
119,Data/aff/anger/image0004615.jpg,0
120,Data/aff/sadness/image0029338.jpg,4
121,Data/aff/anger/image0021607.jpg,0
122,Data/aff/anger/image0028374.jpg,0
123,Data/aff/happy/ffhq_4779.png,3
124,Data/aff/surprise/image0022169.jpg,5
125,Data/aff/surprise/image0018564.jpg,5
126,Data/aff/happy/ffhq_3274.png,3
127,Data/aff/happy/ffhq_2991.png,3
128,Data/aff/surprise/ffhq_213.png,5
129,Data/aff/sadness/image0020351.jpg,4
130,Data/aff/anger/image0010797.jpg,0
131,Data/aff/happy/image0031806.jpg,3
132,Data/aff/sadness/image0017524.jpg,4
133,Data/aff/happy/ffhq_4173.png,3
134,Data/aff/anger/image0009534.jpg,0
135,Data/aff/anger/image0022697.jpg,0
136,Data/aff/anger/image0025428.jpg,0
137,Data/aff/happy/ffhq_1479.png,3
138,Data/aff/happy/ffhq_4367.png,3
139,Data/aff/surprise/image0030728.jpg,5
140,Data/aff/anger/image0023397.jpg,0
141,Data/aff/happy/ffhq_2710.png,3
142,Data/aff/disgust/image0002367.jpg,1
143,Data/aff/surprise/image0018356.jpg,5
144,Data/aff/anger/image0007420.jpg,0
145,Data/aff/sadness/image0021866.jpg,4
146,Data/aff/anger/image0026949.jpg,0
147,Data/aff/anger/image0029027.jpg,0
148,Data/aff/fear/image0040221.jpg,2
149,Data/aff/disgust/image0034451.jpg,1
150,Data/aff/surprise/image0028969.jpg,5
151,Data/aff/sadness/image0018349.jpg,4
152,Data/aff/sadness/image0029535.jpg,4
153,Data/aff/fear/image0029038.jpg,2
154,Data/aff/happy/ffhq_4828.png,3
155,Data/aff/sadness/image0007990.jpg,4
156,Data/aff/anger/image0016473.jpg,0
157,Data/aff/happy/ffhq_2632.png,3
158,Data/aff/sadness/image0030279.jpg,4
159,Data/aff/sadness/image0022462.jpg,4
160,Data/aff/surprise/ffhq_483.png,5
161,Data/aff/surprise/ffhq_504.png,5
162,Data/aff/happy/ffhq_383.png,3
163,Data/aff/surprise/image0033948.jpg,5
164,Data/aff/disgust/image0040444.jpg,1
165,Data/aff/happy/ffhq_289.png,3
166,Data/aff/fear/image0036186.jpg,2
167,Data/aff/disgust/image0035916.jpg,1
168,Data/aff/happy/ffhq_977.png,3
169,Data/aff/surprise/ffhq_195.png,5
170,Data/aff/sadness/image0014147.jpg,4
171,Data/aff/fear/image0031662.jpg,2
172,Data/aff/happy/ffhq_1666.png,3
173,Data/aff/fear/image0031197.jpg,2
174,Data/aff/fear/image0035405.jpg,2
175,Data/aff/sadness/image0022350.jpg,4
176,Data/aff/sadness/image0006515.jpg,4
177,Data/aff/fear/image0037213.jpg,2
178,Data/aff/anger/image0021507.jpg,0
179,Data/aff/fear/image0036500.jpg,2
180,Data/aff/happy/ffhq_428.png,3
181,Data/aff/anger/image0003161.jpg,0
182,Data/aff/surprise/image0026909.jpg,5
183,Data/aff/disgust/image0041483.jpg,1
184,Data/aff/sadness/image0029057.jpg,4
185,Data/aff/fear/image0020901.jpg,2
186,Data/aff/fear/image0038814.jpg,2
187,Data/aff/anger/image0019415.jpg,0
188,Data/aff/fear/image0035307.jpg,2
189,Data/aff/disgust/image0006270.jpg,1
190,Data/aff/happy/ffhq_4600.png,3
191,Data/aff/happy/ffhq_4746.png,3
192,Data/aff/disgust/image0035847.jpg,1
193,Data/aff/fear/image0033238.jpg,2
194,Data/aff/fear/image0037481.jpg,2
195,Data/aff/surprise/image0034854.jpg,5
196,Data/aff/anger/image0029438.jpg,0
197,Data/aff/happy/ffhq_1657.png,3
198,Data/aff/anger/image0018386.jpg,0
199,Data/aff/surprise/image0018689.jpg,5
200,Data/aff/anger/image0006477.jpg,0
201,Data/aff/anger/image0010755.jpg,0
202,Data/aff/happy/ffhq_2896.png,3
203,Data/aff/surprise/image0031709.jpg,5
204,Data/aff/disgust/image0042273.jpg,1
205,Data/aff/surprise/image0024102.jpg,5
206,Data/aff/fear/image0040743.jpg,2
207,Data/aff/disgust/image0041383.jpg,1
208,Data/aff/sadness/image0029660.jpg,4
209,Data/aff/fear/image0036383.jpg,2
210,Data/aff/surprise/image0028444.jpg,5
211,Data/aff/happy/ffhq_1624.png,3
212,Data/aff/anger/image0019112.jpg,0
213,Data/aff/sadness/image0015968.jpg,4
214,Data/aff/fear/image0025277.jpg,2
215,Data/aff/anger/image0007281.jpg,0
216,Data/aff/surprise/image0021517.jpg,5
217,Data/aff/happy/ffhq_1568.png,3
218,Data/aff/anger/image0016337.jpg,0
219,Data/aff/happy/ffhq_3213.png,3
220,Data/aff/sadness/image0030000.jpg,4
221,Data/aff/anger/image0023118.jpg,0
222,Data/aff/disgust/image0034490.jpg,1
223,Data/aff/happy/ffhq_564.png,3
224,Data/aff/anger/image0001086.jpg,0
225,Data/aff/anger/image0013201.jpg,0
226,Data/aff/happy/ffhq_2941.png,3
227,Data/aff/anger/image0011488.jpg,0
228,Data/aff/fear/image0028543.jpg,2
229,Data/aff/sadness/image0025681.jpg,4
230,Data/aff/disgust/image0018413.jpg,1
231,Data/aff/surprise/image0031451.jpg,5
232,Data/aff/happy/ffhq_2261.png,3
233,Data/aff/happy/ffhq_1616.png,3
234,Data/aff/disgust/image0039347.jpg,1
235,Data/aff/happy/ffhq_140.png,3
236,Data/aff/disgust/image0042073.jpg,1
237,Data/aff/fear/image0037206.jpg,2
238,Data/aff/sadness/image0013977.jpg,4
239,Data/aff/happy/ffhq_2624.png,3
240,Data/aff/surprise/image0022227.jpg,5
241,Data/aff/surprise/image0014141.jpg,5
242,Data/aff/anger/image0030553.jpg,0
243,Data/aff/happy/ffhq_3360.png,3
244,Data/aff/disgust/image0035698.jpg,1
245,Data/aff/sadness/image0000704.jpg,4
246,Data/aff/sadness/image0019722.jpg,4
247,Data/aff/sadness/image0022502.jpg,4
248,Data/aff/happy/ffhq_372.png,3
249,Data/aff/surprise/ffhq_621.png,5
250,Data/aff/sadness/image0006626.jpg,4
251,Data/aff/happy/ffhq_2188.png,3
252,Data/aff/disgust/image0040719.jpg,1
253,Data/aff/fear/image0040949.jpg,2
254,Data/aff/fear/image0038571.jpg,2
255,Data/aff/fear/image0039546.jpg,2
256,Data/aff/fear/image0031890.jpg,2
257,Data/aff/anger/image0008136.jpg,0
258,Data/aff/sadness/image0026915.jpg,4
259,Data/aff/surprise/ffhq_177.png,5
260,Data/aff/happy/ffhq_4130.png,3
261,Data/aff/disgust/image0042414.jpg,1
262,Data/aff/surprise/image0034957.jpg,5
263,Data/aff/anger/image0012235.jpg,0
264,Data/aff/sadness/image0024165.jpg,4
265,Data/aff/sadness/image0018287.jpg,4
266,Data/aff/surprise/image0020145.jpg,5
267,Data/aff/anger/image0028947.jpg,0
268,Data/aff/happy/ffhq_4352.png,3
269,Data/aff/sadness/image0023429.jpg,4
270,Data/aff/fear/image0021036.jpg,2
271,Data/aff/anger/image0028730.jpg,0
272,Data/aff/sadness/image0014675.jpg,4
273,Data/aff/happy/ffhq_2666.png,3
274,Data/aff/disgust/image0038593.jpg,1
275,Data/aff/disgust/image0033245.jpg,1
276,Data/aff/happy/ffhq_1039.png,3
277,Data/aff/fear/image0038967.jpg,2
278,Data/aff/surprise/ffhq_627.png,5
279,Data/aff/sadness/image0012446.jpg,4
280,Data/aff/sadness/image0020039.jpg,4
281,Data/aff/surprise/image0034052.jpg,5
282,Data/aff/surprise/image0026087.jpg,5
283,Data/aff/surprise/image0033832.jpg,5
284,Data/aff/fear/image0032507.jpg,2
285,Data/aff/disgust/image0027576.jpg,1
286,Data/aff/disgust/image0040088.jpg,1
287,Data/aff/happy/ffhq_385.png,3
288,Data/aff/disgust/image0037303.jpg,1
289,Data/aff/surprise/image0026568.jpg,5
290,Data/aff/sadness/image0025197.jpg,4
291,Data/aff/fear/image0012854.jpg,2
292,Data/aff/sadness/image0020638.jpg,4
293,Data/aff/fear/image0040867.jpg,2
294,Data/aff/sadness/image0024928.jpg,4
295,Data/aff/sadness/image0015505.jpg,4
296,Data/aff/sadness/image0016731.jpg,4
297,Data/aff/happy/ffhq_126.png,3
298,Data/aff/happy/ffhq_1469.png,3
299,Data/aff/disgust/image0042409.jpg,1
300,Data/aff/sadness/image0029384.jpg,4
301,Data/aff/happy/ffhq_2133.png,3
302,Data/aff/fear/image0033511.jpg,2
303,Data/aff/sadness/image0029708.jpg,4
304,Data/aff/fear/image0025708.jpg,2
305,Data/aff/happy/ffhq_278.png,3
306,Data/aff/happy/ffhq_1858.png,3
307,Data/aff/fear/image0039588.jpg,2
308,Data/aff/disgust/image0030774.jpg,1
309,Data/aff/surprise/image0031815.jpg,5
310,Data/aff/surprise/ffhq_309.png,5
311,Data/aff/happy/ffhq_2583.png,3
312,Data/aff/sadness/image0022807.jpg,4
313,Data/aff/happy/ffhq_1119.png,3
314,Data/aff/surprise/image0034611.jpg,5
315,Data/aff/sadness/image0014813.jpg,4
316,Data/aff/happy/ffhq_2478.png,3
317,Data/aff/fear/image0019973.jpg,2
318,Data/aff/disgust/image0042468.jpg,1
319,Data/aff/disgust/image0041214.jpg,1
320,Data/aff/sadness/image0028404.jpg,4
321,Data/aff/disgust/image0041665.jpg,1
322,Data/aff/happy/ffhq_3893.png,3
323,Data/aff/happy/ffhq_2854.png,3
324,Data/aff/anger/image0018156.jpg,0
325,Data/aff/fear/image0040821.jpg,2
326,Data/aff/happy/ffhq_945.png,3
327,Data/aff/surprise/image0020623.jpg,5
328,Data/aff/happy/ffhq_3853.png,3
329,Data/aff/happy/ffhq_2040.png,3
330,Data/aff/disgust/image0041036.jpg,1
331,Data/aff/surprise/image0031949.jpg,5
332,Data/aff/anger/image0000441.jpg,0
333,Data/aff/sadness/image0001584.jpg,4
334,Data/aff/happy/ffhq_1796.png,3
335,Data/aff/disgust/image0023569.jpg,1
336,Data/aff/sadness/image0007507.jpg,4
337,Data/aff/anger/image0030624.jpg,0
338,Data/aff/happy/ffhq_671.png,3
339,Data/aff/happy/ffhq_4666.png,3
340,Data/aff/disgust/image0041766.jpg,1
341,Data/aff/surprise/image0032135.jpg,5
342,Data/aff/happy/ffhq_4622.png,3
343,Data/aff/anger/image0022253.jpg,0
344,Data/aff/fear/image0036848.jpg,2
345,Data/aff/surprise/image0034799.jpg,5
346,Data/aff/anger/image0021963.jpg,0
347,Data/aff/anger/image0025626.jpg,0
348,Data/aff/surprise/image0004057.jpg,5
349,Data/aff/surprise/ffhq_76.png,5
350,Data/aff/fear/image0034876.jpg,2
351,Data/aff/happy/ffhq_2901.png,3
352,Data/aff/happy/ffhq_141.png,3
353,Data/aff/surprise/ffhq_14.png,5
354,Data/aff/surprise/image0030016.jpg,5
355,Data/aff/disgust/image0021928.jpg,1
356,Data/aff/anger/image0024547.jpg,0
357,Data/aff/happy/image0032912.jpg,3
358,Data/aff/fear/image0034989.jpg,2
359,Data/aff/happy/ffhq_3794.png,3
360,Data/aff/happy/ffhq_3269.png,3
361,Data/aff/surprise/image0017973.jpg,5
362,Data/aff/sadness/image0030036.jpg,4
363,Data/aff/sadness/image0017322.jpg,4
364,Data/aff/happy/ffhq_2269.png,3
365,Data/aff/disgust/image0034927.jpg,1
366,Data/aff/happy/ffhq_663.png,3
367,Data/aff/surprise/image0033142.jpg,5
368,Data/aff/surprise/ffhq_218.png,5
369,Data/aff/fear/image0029077.jpg,2
370,Data/aff/happy/ffhq_755.png,3
371,Data/aff/happy/ffhq_1364.png,3
372,Data/aff/sadness/image0021908.jpg,4
373,Data/aff/fear/image0031079.jpg,2
374,Data/aff/surprise/image0004230.jpg,5
375,Data/aff/happy/ffhq_2080.png,3
376,Data/aff/surprise/image0027404.jpg,5
377,Data/aff/sadness/image0013556.jpg,4
378,Data/aff/disgust/image0029749.jpg,1
379,Data/aff/disgust/image0037555.jpg,1
380,Data/aff/surprise/image0004067.jpg,5
381,Data/aff/sadness/image0007742.jpg,4
382,Data/aff/sadness/image0005091.jpg,4
383,Data/aff/surprise/image0013909.jpg,5
384,Data/aff/fear/image0026923.jpg,2
385,Data/aff/happy/ffhq_3427.png,3
386,Data/aff/anger/image0002737.jpg,0
387,Data/aff/surprise/image0033982.jpg,5
388,Data/aff/fear/image0031409.jpg,2
389,Data/aff/fear/image0028153.jpg,2
390,Data/aff/surprise/image0030825.jpg,5
391,Data/aff/surprise/image0022465.jpg,5
392,Data/aff/anger/image0023788.jpg,0
393,Data/aff/disgust/image0037648.jpg,1
394,Data/aff/surprise/image0033412.jpg,5
395,Data/aff/surprise/image0033330.jpg,5
396,Data/aff/surprise/image0019642.jpg,5
397,Data/aff/surprise/image0021794.jpg,5
398,Data/aff/fear/image0035353.jpg,2
399,Data/aff/surprise/image0026673.jpg,5
400,Data/aff/disgust/image0041989.jpg,1
401,Data/aff/sadness/image0003944.jpg,4
402,Data/aff/anger/image0017481.jpg,0
403,Data/aff/sadness/image0028816.jpg,4
404,Data/aff/sadness/image0014473.jpg,4
405,Data/aff/sadness/image0010890.jpg,4
406,Data/aff/sadness/image0007377.jpg,4
407,Data/aff/surprise/ffhq_95.png,5
408,Data/aff/happy/ffhq_407.png,3
409,Data/aff/anger/image0022418.jpg,0
410,Data/aff/fear/image0034259.jpg,2
411,Data/aff/happy/ffhq_4581.png,3
412,Data/aff/happy/ffhq_2153.png,3
413,Data/aff/happy/ffhq_4685.png,3
414,Data/aff/happy/ffhq_573.png,3
415,Data/aff/surprise/image0010372.jpg,5
416,Data/aff/happy/ffhq_292.png,3
417,Data/aff/happy/ffhq_2650.png,3
418,Data/aff/sadness/image0028792.jpg,4
419,Data/aff/disgust/image0040291.jpg,1
420,Data/aff/anger/image0014066.jpg,0
421,Data/aff/happy/image0031673.jpg,3
422,Data/aff/disgust/image0042095.jpg,1
423,Data/aff/anger/image0021804.jpg,0
424,Data/aff/fear/image0036370.jpg,2
425,Data/aff/sadness/image0029916.jpg,4
426,Data/aff/anger/image0029334.jpg,0
427,Data/aff/happy/ffhq_3590.png,3
428,Data/aff/anger/image0018430.jpg,0
429,Data/aff/fear/image0039354.jpg,2
430,Data/aff/disgust/image0033672.jpg,1
431,Data/aff/sadness/image0016237.jpg,4
432,Data/aff/fear/image0025432.jpg,2
433,Data/aff/fear/image0020851.jpg,2
434,Data/aff/surprise/image0022325.jpg,5
435,Data/aff/anger/image0019621.jpg,0
436,Data/aff/happy/ffhq_4669.png,3
437,Data/aff/fear/image0031776.jpg,2
438,Data/aff/sadness/image0029204.jpg,4
439,Data/aff/fear/image0034321.jpg,2
440,Data/aff/happy/ffhq_4648.png,3
441,Data/aff/fear/image0018230.jpg,2
442,Data/aff/happy/ffhq_2922.png,3
443,Data/aff/surprise/image0031870.jpg,5
444,Data/aff/surprise/ffhq_315.png,5
445,Data/aff/fear/image0028310.jpg,2
446,Data/aff/fear/image0016650.jpg,2
447,Data/aff/fear/image0037342.jpg,2
448,Data/aff/disgust/image0038089.jpg,1
449,Data/aff/happy/ffhq_4157.png,3
450,Data/aff/happy/ffhq_3977.png,3
451,Data/aff/happy/ffhq_1056.png,3
452,Data/aff/surprise/image0034421.jpg,5
453,Data/aff/surprise/image0000579.jpg,5
454,Data/aff/surprise/image0023743.jpg,5
455,Data/aff/sadness/image0008600.jpg,4
456,Data/aff/anger/image0012043.jpg,0
457,Data/aff/fear/image0036767.jpg,2
458,Data/aff/surprise/image0004682.jpg,5
459,Data/aff/sadness/image0010801.jpg,4
460,Data/aff/sadness/image0024723.jpg,4
461,Data/aff/happy/ffhq_1980.png,3
462,Data/aff/fear/image0040194.jpg,2
463,Data/aff/surprise/ffhq_501.png,5
464,Data/aff/surprise/image0013495.jpg,5
465,Data/aff/surprise/ffhq_302.png,5
466,Data/aff/happy/ffhq_4909.png,3
467,Data/aff/surprise/ffhq_171.png,5
468,Data/aff/surprise/image0017472.jpg,5
469,Data/aff/sadness/image0019681.jpg,4
470,Data/aff/surprise/image0031718.jpg,5
471,Data/aff/surprise/image0027866.jpg,5
472,Data/aff/happy/ffhq_2487.png,3
473,Data/aff/sadness/image0028919.jpg,4
474,Data/aff/happy/ffhq_2385.png,3
475,Data/aff/disgust/image0035296.jpg,1
476,Data/aff/happy/ffhq_4983.png,3
477,Data/aff/fear/image0035771.jpg,2
478,Data/aff/anger/image0025445.jpg,0
479,Data/aff/surprise/image0030387.jpg,5
480,Data/aff/surprise/image0027782.jpg,5
481,Data/aff/disgust/image0038342.jpg,1
482,Data/aff/disgust/image0035007.jpg,1
483,Data/aff/happy/ffhq_883.png,3
484,Data/aff/sadness/image0012733.jpg,4
485,Data/aff/surprise/image0030481.jpg,5
486,Data/aff/anger/image0025155.jpg,0
487,Data/aff/fear/image0035342.jpg,2
488,Data/aff/sadness/image0013403.jpg,4
489,Data/aff/sadness/image0030239.jpg,4
490,Data/aff/anger/image0006566.jpg,0
491,Data/aff/surprise/image0018329.jpg,5
492,Data/aff/fear/image0035292.jpg,2
493,Data/aff/happy/ffhq_1185.png,3
494,Data/aff/happy/ffhq_4465.png,3
495,Data/aff/fear/image0026962.jpg,2
496,Data/aff/happy/ffhq_3488.png,3
497,Data/aff/disgust/image0039551.jpg,1
498,Data/aff/fear/image0032350.jpg,2
499,Data/aff/happy/ffhq_130.png,3
500,Data/aff/happy/ffhq_3149.png,3
501,Data/aff/disgust/image0042538.jpg,1
502,Data/aff/surprise/image0031180.jpg,5
503,Data/aff/happy/ffhq_162.png,3
504,Data/aff/anger/image0029553.jpg,0
505,Data/aff/happy/ffhq_1310.png,3
506,Data/aff/disgust/image0014713.jpg,1
507,Data/aff/disgust/image0040859.jpg,1
508,Data/aff/fear/image0039150.jpg,2
509,Data/aff/disgust/image0039787.jpg,1
510,Data/aff/disgust/image0041370.jpg,1
511,Data/aff/fear/image0039298.jpg,2
512,Data/aff/happy/ffhq_3910.png,3
513,Data/aff/disgust/image0017425.jpg,1
514,Data/aff/surprise/image0026484.jpg,5
515,Data/aff/surprise/image0008455.jpg,5
516,Data/aff/surprise/image0028164.jpg,5
517,Data/aff/anger/image0019570.jpg,0
518,Data/aff/sadness/image0020311.jpg,4
519,Data/aff/happy/ffhq_4791.png,3
520,Data/aff/sadness/image0029349.jpg,4
521,Data/aff/anger/image0020825.jpg,0
522,Data/aff/surprise/image0026437.jpg,5
523,Data/aff/happy/ffhq_2383.png,3
524,Data/aff/surprise/image0033113.jpg,5
525,Data/aff/sadness/image0020472.jpg,4
526,Data/aff/sadness/image0018420.jpg,4
527,Data/aff/sadness/image0024651.jpg,4
528,Data/aff/anger/image0020235.jpg,0
529,Data/aff/anger/image0026981.jpg,0
530,Data/aff/happy/ffhq_3519.png,3
531,Data/aff/disgust/image0041258.jpg,1
532,Data/aff/fear/image0039987.jpg,2
533,Data/aff/fear/image0036796.jpg,2
534,Data/aff/disgust/image0035450.jpg,1
535,Data/aff/happy/ffhq_714.png,3
536,Data/aff/happy/ffhq_2783.png,3
537,Data/aff/sadness/image0003732.jpg,4
538,Data/aff/disgust/image0016345.jpg,1
539,Data/aff/happy/ffhq_2037.png,3
540,Data/aff/happy/ffhq_4170.png,3
541,Data/aff/fear/image0036094.jpg,2
542,Data/aff/fear/image0037296.jpg,2
543,Data/aff/anger/image0024160.jpg,0
544,Data/aff/surprise/image0030773.jpg,5
545,Data/aff/anger/image0018639.jpg,0
546,Data/aff/happy/ffhq_2226.png,3
547,Data/aff/anger/image0029673.jpg,0
548,Data/aff/surprise/image0034253.jpg,5
549,Data/aff/happy/ffhq_4265.png,3
550,Data/aff/happy/ffhq_2713.png,3
551,Data/aff/sadness/image0019096.jpg,4
552,Data/aff/happy/ffhq_2134.png,3
553,Data/aff/surprise/image0002003.jpg,5
554,Data/aff/happy/ffhq_2237.png,3
555,Data/aff/disgust/image0038690.jpg,1
556,Data/aff/happy/ffhq_2608.png,3
557,Data/aff/surprise/image0004182.jpg,5
558,Data/aff/surprise/image0032449.jpg,5
559,Data/aff/disgust/image0038063.jpg,1
560,Data/aff/disgust/image0040449.jpg,1
561,Data/aff/disgust/image0028056.jpg,1
562,Data/aff/sadness/image0023456.jpg,4
563,Data/aff/anger/image0023561.jpg,0
564,Data/aff/surprise/image0032715.jpg,5
565,Data/aff/fear/image0035019.jpg,2
566,Data/aff/fear/image0027562.jpg,2
567,Data/aff/happy/image0031591.jpg,3
568,Data/aff/sadness/image0028852.jpg,4
569,Data/aff/happy/ffhq_4440.png,3
570,Data/aff/anger/image0027278.jpg,0
571,Data/aff/disgust/image0040962.jpg,1
572,Data/aff/happy/ffhq_1078.png,3
573,Data/aff/disgust/image0041227.jpg,1
574,Data/aff/anger/image0017922.jpg,0
575,Data/aff/happy/ffhq_4561.png,3
576,Data/aff/surprise/image0023166.jpg,5
577,Data/aff/sadness/image0021989.jpg,4
578,Data/aff/disgust/image0036777.jpg,1
579,Data/aff/surprise/image0014232.jpg,5
580,Data/aff/surprise/image0031190.jpg,5
581,Data/aff/surprise/image0023343.jpg,5
582,Data/aff/anger/image0026690.jpg,0
583,Data/aff/fear/image0032560.jpg,2
584,Data/aff/fear/image0036261.jpg,2
585,Data/aff/fear/image0010976.jpg,2
586,Data/aff/surprise/image0032757.jpg,5
587,Data/aff/happy/ffhq_2436.png,3
588,Data/aff/surprise/ffhq_507.png,5
589,Data/aff/disgust/image0038552.jpg,1
590,Data/aff/anger/image0005528.jpg,0
591,Data/aff/sadness/image0002152.jpg,4
592,Data/aff/sadness/image0022660.jpg,4
593,Data/aff/happy/ffhq_3358.png,3
594,Data/aff/sadness/image0011856.jpg,4
595,Data/aff/surprise/image0031937.jpg,5
596,Data/aff/disgust/image0034306.jpg,1
597,Data/aff/sadness/image0017483.jpg,4
598,Data/aff/surprise/image0026130.jpg,5
599,Data/aff/happy/ffhq_4313.png,3
600,Data/aff/anger/image0030654.jpg,0
601,Data/aff/anger/image0023571.jpg,0
602,Data/aff/surprise/image0016962.jpg,5
603,Data/aff/happy/ffhq_2699.png,3
604,Data/aff/fear/image0039148.jpg,2
605,Data/aff/sadness/image0017620.jpg,4
606,Data/aff/surprise/image0034378.jpg,5
607,Data/aff/happy/ffhq_4786.png,3
608,Data/aff/sadness/image0018940.jpg,4
609,Data/aff/surprise/image0033787.jpg,5
610,Data/aff/anger/image0022595.jpg,0
611,Data/aff/disgust/image0034423.jpg,1
612,Data/aff/happy/ffhq_184.png,3
613,Data/aff/fear/image0034070.jpg,2
614,Data/aff/happy/ffhq_3255.png,3
615,Data/aff/disgust/image0041754.jpg,1
